_id	projectname	assignee	summary	description	type_id	type_name	labels	priority_id	priority_name	status_id	status_name
12327925	DERBY	dnj	ResultSetMetaData.getScale returns inconsistent values for DOUBLE type.	"If a DOUBLE column is returned in the result set then getScale() returns 0.
If a DOUBLE expression is returned and the expression is the result of a DOUBLE combined with a DECIMAL then it seems the scale from the decimal sometimes affects the result set metadata.

E.g. DECIMAL(10,2) - DOUBLE returns a DOUBLE with getScale() returning 2.

See the test output for jdbcapi/metadata.java

double -- precision: 15 scale: 0 display size: 22 type name: DOUBLE
double precision - dec(10,2) -- precision: 15 scale: 0 display size: 22 type name: DOUBLE
dec(10,2) - double precision -- precision: 15 scale: 2 display size: 22 type name: DOUBLE

First line is a DOUBLE column, second is DOUBLE - DECIMAL, third is DECIMAL - DOUBLE

I assume the scale  should always be zero for a DOUBLE, as it holds no meaning, but I can't see any proof of that in JDBC spec, javadoc or tutorial book.

"	1	Bug	derby_triage10_5_2	5	Trivial	5	Resolved
12328331	DERBY	knutanders	"Cast date to timestamp results in ""ERROR 42846: Cannot convert types 'DATE' to 'TIMESTAMP'."""	"Cast date  to timestamp results in ""ERROR 42846: Cannot convert types 'DATE' to 'TIMESTAMP'."",
e.g. in ij:
select cast(cast ('2006-01-01' as date) as timestamp) from sys.sysschemas;
or
select cast (current_date as timestamp) from bradi_dat.lpaip01;

The similar issue exists for time (""ERROR 42846: Cannot convert types 'TIME' to 'TIMESTAMP'."",

Documentation clearly states that these conversions are allowed, see table 1 in a description of CAST function in the Derby Reference Manual and comment about ""Conversion of date/time values"" below that table (see below as well).

Conversions of date/time values
A date/time value can always be converted to and from a TIMESTAMP. If a DATE is
converted to a TIMESTAMP, the TIME component of the resulting TIMESTAMP is always
00:00:00. If a TIME data value is converted to a TIMESTAMP, the DATE component is
set to the value of CURRENT_DATE at the time the CAST is executed. If a TIMESTAMP
is converted to a DATE, the TIME component is silently truncated. If a TIMESTAMP is
converted to a TIME, the DATE component is silently truncated.

  
"	1	Bug	derby_triage10_5_2	3	Major	6	Closed
12327832	XERCESJ	shakya.wijerama	Cannot validate against multiple XML schemas within the same namespace	"The javax.xml.validation.SchemaFactory.newSchema method can take an array of schema sources and construct a composite schema. Unfortunately, this does not work if the schema are in the same namespace. When the schema are in the same namespace, only the first schema is used.

The bug is caused by the computation of the hashcode for a grammar in the grammar cache. The hashcode is computed based only on the namespace of a grammar (i.e. schema file). Thus if multiple schemas are specified from the same namespace, they will all hash to the same code and only the first will be cached and returned for all subsequent caching attempts.

If each schema is in a separate namespace, the newSchema method works properly. Effectively, the assumption that was made in the code was that there will only be a single schema per namespace. This is an incorrect assumption.

One of the more major implications of this bug is that the XML Schema ""include"" element can never work since by definition, included schemas must be in the same namespace. Because of this bug, inclusion can only be done using the ""import"" element since it supports different namespaces.

STEPS TO FOLLOW TO REPRODUCE THE PROBLEM :
1. Create a sample XML file called test.xml
2. Create a schema for the test file but split it between two schema files: schema1.xsd and schema2.xsd
3. Create a java class that uses SAX (DOM shows the same problem) to parse the file and extends defaultHandler.
4. Call the SchemaFactory.newSchema method with a source array containing schema1.xsd and schema2.xsd.
5. Set the resulting schema on the parser
6. Implement an error method in the class
7. Run the program and observe that there is a validation failure. This is becuase the second schema in the array was never processed and so the validator does not accept the test XML file.

The source code, test XML file, and schemas are included in this bug report.

EXPECTED VERSUS ACTUAL BEHAVIOR :
EXPECTED -
The test XML file should have validated properly against the composite schema.
ACTUAL -
There was a validation failure. This is becuase the second schema in the array was never processed and so the validator does not accept the test XML file.

ERROR MESSAGES/STACK TRACES THAT OCCUR :
SAX Error: http://www.w3.org/TR/xml-schema-1#cvc-elt.1?root

REPRODUCIBILITY :
This bug can be reproduced always.

---------- BEGIN SOURCE ----------
------------- schemaTest.java ----------------------------

import org.xml.sax.Attributes;
import org.xml.sax.SAXException;
import org.xml.sax.SAXParseException;
import org.xml.sax.helpers.DefaultHandler;


public class SchemaTest extends DefaultHandler {

public static void main(String[] args)
{
    try {
        FileInputStream is = new FileInputStream(""test.xml"");
        
        StreamSource[] sources = new StreamSource[2];
        FileInputStream ss = new FileInputStream(""schema2.xsd"");
        sources[0] = new StreamSource(ss);
        ss = new FileInputStream(""schema1.xsd"");
        sources[1] = new StreamSource(ss);
        
        SchemaFactory schemaFactory =
            SchemaFactory.newInstance(XMLConstants.W3C_XML_SCHEMA_NS_URI);
        Schema schema = schemaFactory.newSchema(sources);
        
        SAXParserFactory saxFactory = SAXParserFactory.newInstance();
        saxFactory.setNamespaceAware(true);
        saxFactory.setValidating(false);
        saxFactory.setXIncludeAware(true);
        saxFactory.setSchema(schema);
        
        SAXParser parser = saxFactory.newSAXParser();
        parser.parse(is, new SchemaTest());
    }
    catch (FileNotFoundException e) {
        e.printStackTrace();
    }
    catch (SAXException e) {
        e.printStackTrace();
    }
    catch (ParserConfigurationException e) {
        e.printStackTrace();
    }
    catch (IOException e) {
        e.printStackTrace();
    }
}

/**
 * @see org.xml.sax.ErrorHandler#warning(org.xml.sax.SAXParseException)
 */
public void warning(SAXParseException e) throws SAXException
{
    System.err.println(""SAX Warning: "" + e.getLocalizedMessage());
}

/**
 * @see org.xml.sax.ErrorHandler#error(org.xml.sax.SAXParseException)
 */
public void error(SAXParseException e) throws SAXException
{
    System.err.println(""SAX Error: "" + e.getLocalizedMessage());
}

/**
 * @see org.xml.sax.ErrorHandler#fatalError(org.xml.sax.SAXParseException)
 */
public void fatalError(SAXParseException e) throws SAXException
{
    System.err.println(""SAX Fatal Error: "" + e.getLocalizedMessage());
}

/**
 * @see org.xml.sax.ContentHandler#startElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes)
 */
public void startElement(String uri, String localName, String qName,
        Attributes attributes) throws SAXException
{
    System.out.println(""Start element: "" + localName);
}

/**
 * @see org.xml.sax.ContentHandler#endElement(java.lang.String, java.lang.String, java.lang.String)
 */
public void endElement(String uri, String localName, String qName)
        throws SAXException
{
    System.out.println(""End element: "" + localName);
}

} // End of class SchemaTest


-------------------- test.xml -------------------------

<?xml version=""1.0""?>
<root>
    <elem1 value=""abc""/>
</root>


---------------- schema1.xsd ------------------------

<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema elementFormDefault=""qualified"" xml:lang=""EN"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"">
    
    <xs:include schemaLocation=""schema2.xsd""/>
	
    <xs:element name=""root"">
        <xs:complexType>
            <xs:all>
                <xs:element ref=""elem1"" minOccurs=""0""/>
            </xs:all>
        </xs:complexType>
    </xs:element>
    <xs:element name=""elem1"">
        <xs:complexType>
            <xs:attribute name=""value"" type=""ValueType"" use=""required""/>
        </xs:complexType>
    </xs:element>
</xs:schema>


--------------------- schema2.xsd ------------------------------

<?xml version=""1.0"" encoding=""UTF-8""?>
<xs:schema elementFormDefault=""qualified"" xml:lang=""EN"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"">
    <xs:simpleType name=""ValueType"">
      <xs:restriction base=""xs:string"">
        <xs:enumeration value=""abc""/>
        <xs:enumeration value=""def""/>
      </xs:restriction>
    </xs:simpleType>
</xs:schema>


---------- END SOURCE ----------"	1	Bug	gsoc, gsoc2012, mentor	3	Major	1	Open
12328721	NUTCH	lewismc	http: proxy exception list:	"I suggest that a parameter is added to nutch-default.xml which allows to generate a proxy exception list. 

<property>
  <name>http.proxy.exception.list</name>
  <value></value>
  <description>URL's and hosts that don't use the proxy (e.g. intranets)</description>
</property>


This is useful when scanning intranet/internet combinations from behind a firewall. A preliminary patch is added to this extend to this request, showing the changes. We will test it and update it if necessary. this also reflects the reality in web browsers, where there is in most cases an exception list.

"	2	New Feature	patch	5	Trivial	6	Closed
12329270	DERBY	rsjay1976	javax.transaction.xa.forget (Xid) raises XAER_NOTA exception instead of XA_PROTO on a prepared transaction	"javax.transaction.xa.forget (Xid) raises XAER_NOTA exception instead of XA_PROTO on a prepared transaction

I posted a question to derby-dev about this and heard no response so am assuming it is indeed a bug.

 in  the  XA+ 
specification, it seems like xa_forget should  only be valid for a
heuristically completed transaction, so should  be  XAER_PROTO
and not XAER_NOTA.


In xaStateTran.sql we have this case:

-- get back into prepared state
xa_start xa_noflags 50;
insert into xastate values(2);
xa_end xa_success 50;
xa_prepare 50;

select * from global_xactTable where gxid is not null order by gxid;

-- the following should error XAER_NOTA
xa_forget 50;



The user  code I am looking at handles forget like this. They expect 
XAER_PROTO in this case.
              
try {
             xaRes.forget(xidList[i]);
              System.out.print(""XA-Transaction ["" + (i+1) + ""]
Forgotten. \n"" );
} catch (XAException XAeForget) {
                        if ( XAeForget.errorCode ==
XAException.XAER_PROTO ) {
                            System.out.print(""XA-Transaction ["" + (i+1)
+ ""] not heuristically completed yet - Rolling Back instead. \n"" );
                            xaRes.rollback(xidList[i]);
                            System.out.print(""XA-Transaction ["" + (i+1)
+ ""] Rolled Back. \n"" );
                        }
                        if ( XAeForget.getMessage() != null ) {
                            System.out.println(""XAException "" +
XAeForget.getMessage() );
             "	1	Bug	derby_backport_reject_10_8, derby_triage10_5_2	3	Major	6	Closed
12329335	DERBY	knutanders	Change constructors in NetConnection classes to use LogWriter instead of NetLogWriter		4	Improvement	derby_triage10_11	3	Major	6	Closed
12343670	WODEN	dilshan	Component model API needs modifiers	"A Woden 'client' - eg a tool such as java2wsdl - might want to:

1 introspect a tree of java classes / interfaces
2 create an org.apache.woden.wsdl20.Interface for each - adding to the Description object along the way
3 serialize to disk.

Today it is only possible to modify the object form of the WSDL through the Element model API. This requires the client app to understand WSDL at the file level.

For step 2 addInterface() is required on Description. Of course Interface.addInterfaceOperation() is then required and so on...
For step 3 a 'strategy' is needed to map from the Component model to the Element model's representation of the WSDL in file form. e.g. do all the <interface> elements go in the same WSDL file or do all the <interface> elements in the same namespace go in one file etc. Also, do the <service> elements go in separately included/imported WSDL files as is typically the best practice with WSDL 1.1. All these options could be represented using a strategy pattern. 

"	2	New Feature	gsoc, gsoc2010	3	Major	5	Resolved
12345511	DERBY	mamtas	Update triggers on tables with blob columns stream blobs into memory even when the blobs are not referenced/accessed.	"Suppose I have 1) a table ""t1"" with blob data in it, and 2) an UPDATE trigger ""tr1"" defined on that table, where the triggered-SQL-action for ""tr1"" does NOT reference any of the blob columns in the table. [ Note that this is different from DERBY-438 because DERBY-438 deals with triggers that _do_ reference the blob column(s), whereas this issue deals with triggers that do _not_ reference the blob columns--but I think they're related, so I'm creating this as subtask to 438 ]. In such a case, if the trigger is fired, the blob data will be streamed into memory and thus consume JVM heap, even though it (the blob data) is never actually referenced/accessed by the trigger statement.

For example, suppose we have the following DDL:

    create table t1 (id int, status smallint, bl blob(2G));
    create table t2 (id int, updated int default 0);
    create trigger tr1 after update of status on t1 referencing new as n_row for each row mode db2sql update t2 set updated = updated + 1 where t2.id = n_row.id;

Then if t1 and t2 both have data and we make a call to:

    update t1 set status = 3;

the trigger tr1 will fire, which will cause the blob column in t1 to be streamed into memory for each row affected by the trigger. The result is that, if the blob data is large, we end up using a lot of JVM memory when we really shouldn't have to (at least, in _theory_ we shouldn't have to...).

Ideally, Derby could figure out whether or not the blob column is referenced, and avoid streaming the lob into memory whenever possible (hence this is probably more of an ""enhancement"" request than a bug)... "	1	Bug	LOB, derby_backport_reject_10_8	4	Minor	6	Closed
12346012	DERBY	knutanders	SELECT clause without a WHERE, causes an Exception when extracting a Blob from a database	"An exception occurs when extracting a Blob from a database. 

The following code, will ALWAYS fail with the Exception:

java.io.IOException: ERROR 40XD0: Container has been closed
        at org.apache.derby.impl.store.raw.data.OverflowInputStream.fillByteHold
er(Unknown Source)
        at org.apache.derby.impl.store.raw.data.BufferedByteHolderInputStream.re
ad(Unknown Source)
        at java.io.DataInputStream.read(Unknown Source)
        at java.io.FilterInputStream.read(Unknown Source)
        at java.io.ObjectInputStream$PeekInputStream.read(Unknown Source)
        at java.io.ObjectInputStream$PeekInputStream.readFully(Unknown Source)
        at java.io.ObjectInputStream$BlockDataInputStream.readDoubles(Unknown So
urce)
        at java.io.ObjectInputStream.readArray(Unknown Source)
        at java.io.ObjectInputStream.readObject0(Unknown Source)
        at java.io.ObjectInputStream.readObject(Unknown Source)
        at BlobTest.readRows(BlobTest.java:82)
        at BlobTest.main(BlobTest.java:24)

CODE:

import java.io.*;
import java.sql.*;
import java.util.*;

public class BlobTest
{
  private static final String TABLE1 = ""CREATE TABLE TABLE_1 ( ""
                                     + ""ID INTEGER NOT NULL, ""
                                     + ""COL_2 INTEGER NOT NULL, ""
                                     + ""PRIMARY KEY (ID) )"";

  private static final String TABLE2 = ""CREATE TABLE TABLE_2 ( ""
                                     + ""ID INTEGER NOT NULL, ""
                                     + ""COL_BLOB BLOB, ""
                                     + ""PRIMARY KEY (ID) )"";

  public static void main(String... args) {
    try {
      createDBandTables();
      Connection con = getConnection();

      addRows(con, 10000, 1);
      addRows(con, 10000, 2);
      readRows(con, 1);

      con.close();
    }
    catch(Exception exp) {
      exp.printStackTrace();
    }
  }

  private static void addRows(Connection con, int size, int id) 
                                                         throws Exception
  {
    String sql = ""INSERT INTO TABLE_1 VALUES(?, ?)"";

    PreparedStatement pstmt = con.prepareStatement(sql);
    pstmt.setInt(1, id);
    pstmt.setInt(2, 2);
    pstmt.executeUpdate();
    pstmt.close();

    double[] array = new double[size];
    array[size-1] = 1.23;

    sql = ""INSERT INTO TABLE_2 VALUES(?, ?)"";

    pstmt = con.prepareStatement(sql);
    pstmt.setInt(1, id);

    ByteArrayOutputStream byteStream = new ByteArrayOutputStream();
    ObjectOutputStream objStream = new ObjectOutputStream(byteStream);
    objStream.writeObject(array);         // Convert object to byte stream 
    objStream.flush();
    objStream.close();

    byte[] bytes = byteStream.toByteArray();

    ByteArrayInputStream inStream = new ByteArrayInputStream(bytes);

    pstmt.setBinaryStream(2, inStream, bytes.length);
    pstmt.executeUpdate();
    pstmt.close();
  }

  private static void readRows(Connection con, int id) throws Exception
  {
    String sql = ""SELECT * FROM TABLE_2"";
//    String sql = ""SELECT * FROM TABLE_2 WHERE ID > 0"";

    Statement stmt = con.createStatement();

    ResultSet rs = stmt.executeQuery(sql);

    while (rs.next()) {
      rs.getInt(1);

      InputStream stream = rs.getBinaryStream(2);

      ObjectInputStream objStream = new ObjectInputStream(stream);

      Object obj = objStream.readObject();

      double[] array = (double[]) obj;

      System.out.println(array.length);

      readTable1(con, id);
    }
    rs.close();
    stmt.close();
  }

  private static void readTable1(Connection con, int id) throws Exception {
    String sql = ""SELECT ID FROM TABLE_1 WHERE ID="" + id;    

    Statement stmt = con.createStatement();

    ResultSet rs = stmt.executeQuery(sql);

    if (rs.next()) {
    }
    rs.close();
    stmt.close();
  }
  
  private static Connection getConnection() throws Exception {
    String driver=""org.apache.derby.jdbc.EmbeddedDriver"";

    Properties p = System.getProperties();
    p.put(""derby.system.home"", ""C:\\databases\\sample"");
    
    Class.forName(driver);

    String url = ""jdbc:derby:derbyBlob"";
    Connection con = DriverManager.getConnection(url);

    return con;
  }

  private static void createDBandTables() throws Exception {
    String driver=""org.apache.derby.jdbc.EmbeddedDriver"";

    Properties p = System.getProperties();
    p.put(""derby.system.home"", ""C:\\databases\\sample"");
    
    Class.forName(driver);

    String url = ""jdbc:derby:derbyBlob;create=true"";
    Connection con = DriverManager.getConnection(url);

    Statement stmt = con.createStatement();

    stmt.execute(TABLE1);
    stmt.execute(TABLE2);

    stmt.close();
    con.close();
  }
}

However if the selection clause is changed from:

    String sql = ""SELECT * FROM TABLE_2"";
TO
    String sql = ""SELECT * FROM TABLE_2 WHERE ID > 0"";

The code works without Exception.


Output from: java org.apache.derby.tools.sysinfo 
------------------ Java Information ------------------ 
Java Version: 1.5.0_05 
Java Vendor: Sun Microsystems Inc. 
Java home: C:\Program Files\Java\jre1.5.0_05 
Java classpath: C:\tools\derby\db-derby-10.1.2.1-bin\lib\derby.jar;C:\tools\der 
by\db-derby-10.1.2.1-bin\lib\derbytools.jar; 
OS name: Windows XP 
OS architecture: x86 
OS version: 5.1 
Java user name: David 
Java user home: C:\Documents and Settings\David 
Java user dir: C:\david\novice\derby 
java.specification.name: Java Platform API Specification 
java.specification.version: 1.5 
--------- Derby Information -------- 
JRE - JDBC: J2SE 5.0 - JDBC 3.0 
[C:\tools\derby\db-derby-10.1.2.1-bin\lib\derby.jar] 10.1.2.1 - (330608) 
[C:\tools\derby\db-derby-10.1.2.1-bin\lib\derbytools.jar] 10.1.2.1 - (330608) 
------------------------------------------------------ 
----------------- Locale Information ----------------- 
------------------------------------------------------ 
"	1	Bug	LOB	4	Minor	6	Closed
12346695	DERBY	kristwaa	Network server fails with DRDAProtocolException if a BLOB with size 2147483647 is streamed from client	"When executing a program which inserts a BLOB of size 2GB-1, the Network server fails with DRDAProtocolException.  This happens before it starts handling the actual LOB data:

java org.apache.derby.drda.NetworkServerControl start
Apache Derby Network Server - 10.2.0.4 alpha started and ready to accept connections on port 1527 at 2006-07-26 14:15:21.284 GMT
Execution failed because of a Distributed Protocol Error:  DRDA_Proto_SYNTAXRM; CODPNT arg  = 0; Error Code Value = c
org.apache.derby.impl.drda.DRDAProtocolException
        at org.apache.derby.impl.drda.DRDAConnThread.throwSyntaxrm(DRDAConnThread.java:441)
        at org.apache.derby.impl.drda.DDMReader.readLengthAndCodePoint(DDMReader.java:554)
        at org.apache.derby.impl.drda.DDMReader.getCodePoint(DDMReader.java:617)
        at org.apache.derby.impl.drda.DRDAConnThread.parseSQLDTA_work(DRDAConnThread.java:4072)
        at org.apache.derby.impl.drda.DRDAConnThread.parseSQLDTA(DRDAConnThread.java:3928)
        at org.apache.derby.impl.drda.DRDAConnThread.parseEXCSQLSTTobjects(DRDAConnThread.java:3806)
        at org.apache.derby.impl.drda.DRDAConnThread.parseEXCSQLSTT(DRDAConnThread.java:3640)
        at org.apache.derby.impl.drda.DRDAConnThread.processCommands(DRDAConnThread.java:928)
        at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java:254)
null
org.apache.derby.impl.drda.DRDAProtocolException
        at org.apache.derby.impl.drda.DRDAConnThread.throwSyntaxrm(DRDAConnThread.java:441)
        at org.apache.derby.impl.drda.DDMReader.readLengthAndCodePoint(DDMReader.java:554)
        at org.apache.derby.impl.drda.DDMReader.getCodePoint(DDMReader.java:617)
        at org.apache.derby.impl.drda.DRDAConnThread.parseSQLDTA_work(DRDAConnThread.java:4072)
        at org.apache.derby.impl.drda.DRDAConnThread.parseSQLDTA(DRDAConnThread.java:3928)
        at org.apache.derby.impl.drda.DRDAConnThread.parseEXCSQLSTTobjects(DRDAConnThread.java:3806)
        at org.apache.derby.impl.drda.DRDAConnThread.parseEXCSQLSTT(DRDAConnThread.java:3640)
        at org.apache.derby.impl.drda.DRDAConnThread.processCommands(DRDAConnThread.java:928)
        at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java:254)


"	1	Bug	LOB, derby_backport_reject_10_5	4	Minor	6	Closed
12346504	DERBY	knutanders	"Extend the CASE expression syntax for ""simple case"""	"The ISO/IEC 9075-2:1999 SQL standard describes two kinds of CASE expressions: ""simple case"" and ""searched case"".
The current Derby version supports ""searched case"" but not ""simple case"".

The syntax for ""simple case"" is:

   CASE Expression
      WHEN Expression THEN Expression
    [ WHEN Expression THEN Expression ]
      ...
      ELSE ElseExpression
   END

Example:

   VALUES
      CASE 4
         WHEN 1 THEN 'one'
         WHEN 2 THEN 'two'
         WHEN 3 THEN 'three'
         ELSE 'many'
      END"	4	Improvement	derby_triage10_11	4	Minor	6	Closed
12347570	AXIS	veithen	Support for one way operations is incompletely implemented	"Several pieces are missing from the implementation to get one wau working correctly, and the invokeOneWay method in Call.java incorrectly runs in a background thread.  SOAP oneway does NOT imply async handling, it just means that the client cannot send a response ""object"" or throw and Exception.  This means that a oneway operation cannot define a fault or an output, not that it is performed asyncronously.  The invokeOneWayEngine needs the background thread removed so that the call will block until completion.
The next missing piece is that the AdminClient fails to add the ""mep=oneway"" to the operation when it exists in the deploy.wsdd to the server-config.wsdd.
The next missing piece is that when the skeletonDeploy switch is used, the setMep(OperationType.ONE_WAY) is not inserted into the generated code for iether a client or server side generation using wsdl2java.  I am attaching code changes for Call.java, JavaSkelWriter.java, and JavaStubWriter.java that has been tested to fix the noted problems.  The only fix not provided is for the AdminClient, as I just inserted the missing line into the server-config.wsdd manually to fix my problem."	1	Bug	oneway	3	Major	1	Open
12348361	DERBY	lahiruwijewardana	Change error message to indicate encryptionkey length to be atleast 16 characters instead of 8 characters	"While attempting to create a encrypted database with even key length of 14 characters, it fails with the error message indicating the key length should be atleast 8 characters.

--
-- Attempt to encrypt using key of lenght 14
--
ij> connect 'jdbc:derby:adb;create=true;dataEncryption=true;encryptionAlgorithm=DES/CBC/NoPadding;encryptionKey=11223344556677';
ERROR XJ041: Failed to create database 'adb', see the next exception for details.
ERROR XBM01: Startup failed due to an exception. See next exception for details.

ERROR XBCX2: Initializing cipher with a boot password that is too short. The password must be at least 8 characters long.
--
--Requires 16 characters for the encryptionKey
--
ij> connect 'jdbc:derby:adb;create=true;dataEncryption=true;encryptionAlgorithm=DES/CBC/NoPadding;encryptionKey=1122334455667788';
ij>"	1	Bug	derby_triage10_5_2, derby_triage10_9	4	Minor	1	Open
12348792	DERBY	bryanpendleton	insertRow() and updateRow() fail with syntax error when column has an alias	"When the select query used in an updatable result set has column aliases, a syntax error is thrown when executing ResultSet.insertRow() and ResultSet.updateRow(). The problem is seen on embedded and client. Repro is attached.

Exception in thread ""main"" ERROR 42X14: 'A1' is not a column in table or VTI 'APP.T'.
        at org.apache.derby.iapi.error.StandardException.newException(StandardException.java:316)
        at org.apache.derby.impl.sql.compile.ResultColumn.bindResultColumnByName(ResultColumn.java:677)
        at org.apache.derby.impl.sql.compile.ResultColumnList.bindResultColumnsByName(ResultColumnList.java:682)
        at org.apache.derby.impl.sql.compile.ResultSetNode.bindResultColumns(ResultSetNode.java:683)
        at org.apache.derby.impl.sql.compile.SelectNode.bindResultColumns(SelectNode.java:742)
        at org.apache.derby.impl.sql.compile.UpdateNode.bind(UpdateNode.java:349)
        at org.apache.derby.impl.sql.GenericStatement.prepMinion(GenericStatement.java:345)
        at org.apache.derby.impl.sql.GenericStatement.prepare(GenericStatement.java:111)
        at org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.prepareInternalStatement(GenericLanguageConnectionContext.java:723)
        at org.apache.derby.impl.jdbc.EmbedResultSet.updateRow(EmbedResultSet.java:3734)
        at Alias.main(Alias.java:15)"	1	Bug	derby_triage10_5_2	4	Minor	5	Resolved
12352250	DERBY	kmarsden	i18n Tests fail on zOS	"With beta build 10.2.1.5 on z-series all i18n tests failed. The only output was the ij usage message.
I think this is related to the fact that the test harness does something special for i18n tests."	1	Bug	derby_triage10_8	3	Major	6	Closed
12352050	DERBY	kmarsden	Convert  largedata/LobLimits.java to junit		7	Sub-task	LOB	4	Minor	6	Closed
12352234	DERBY	mikem	storetests/st_reclaim_longcol.java fails intermittently	"I saw this diff when running derbyall:

********* Diff file derbyall/storeall/storetests/st_reclaim_longcol.diff
*** Start: st_reclaim_longcol jdk1.5.0_07 storeall:storetests 2006-10-02 18:11:13 ***
1a2,4
> Test failed, expected less than 32 pages - count is:
> free pages     : 25
> allocated pages: 20
Test Failed.
*** End:   st_reclaim_longcol jdk1.5.0_07 storeall:storetests 2006-10-02 18:13:35 ***

A similar diff has also been seen in the nightlies: http://www.multinet.no/~solberg/public/Apache/DerbyJvm1.4/testlog/SunOS-5.10_i86pc-i386/441833-derbyall_diff.txt"	1	Bug	derby_triage10_5_2	4	Minor	6	Closed
12352247	DERBY	kmarsden	test lang/wisconsin gives garbage output on zOS.	"When running the test lang/wisconsin.java on zOS the output in the .tmp file shows non-native characters.
However, this is most likely a test/test harness specific problem, for if one executes the simple statistics gathering commands through ij, there is no problem. Note that other tests do produce readable (native) output.

It's impossible to tell if there is any actual problem this way. 
"	1	Bug	derby_triage10_8	3	Major	6	Closed
12352714	OFBIZ	jonesde	Separate VAT from Sales Tax	"We need to separate VAT from Sales Tax.

The main reason is that VAT taxe is a very important type of tax in EU (and I guess on some other places) but not in US. An example of problems that arise if we not distinguish them is shown in OFBIZ-362. There we see that VAT in EU has specific mandatory constraints.

This is a huge work I guess. We will see from futur if it's really needed..."	4	Improvement	accounting, tax	3	Major	6	Closed
12353434	QPID	rgodfrey	Multiple-AMQP version support in the broker	Developing a code generator that will read in multiple AMQP specification files and generate the necessary (Java) MethodBody, PropertyContentHeader and Registry classes - C++ to follow. The generator will generate for Java and C++.	2	New Feature	old_code_generator_component	3	Major	6	Closed
12353884	DERBY	chaase3	Misleading text in WwdEmbedded demo source file for Working With Derby	"I'm making some minor fixes to the Working With Derby manual (DERBY-1948, DERBY-1972). The description of the WwdEmbedded.java program in the HTML generated from the file rwwdactivity3.dita (http://db.apache.org/derby/docs/dev/workingwithderby/) contains the following paragraph:

DERBY EXCEPTION REPORTING CLASSES: The two methods at the end of the file, errorPrint and SQLExceptionPrint, are generic exception reporting routines that can be used with any JDBC program. This type of exception handling is required because often multiple exceptions (SQLException) are chained together then thrown. A while loop is used to report on each error in the chain. These classes are used by calling the errorPrint method from the catch block of the code that accesses the database.

The introductory text ""DERBY EXCEPTION REPORTING CLASSES"" is keyed to a comment with the same text in the DERBY_HOME/demo/programs/workingwithderby/WwdEmbedded.java program:

     //   ## DERBY EXCEPTION REPORTING CLASSES  ## 

    /***     Exception reporting methods

    **      with special handling of SQLExceptions

    ***/


The problem is that there are no Derby exception reporting classes, only methods, as far as I can tell. The use of the term CLASSES is likely to confuse any users not well acquainted with Java (one of the target audiences of this manual). It would be great if someone could change CLASSES to METHODS in the WwdEmbedded.java file so that I can make the corresponding fix to the rwwdactivity3.dita file. I would also have to correct the confusing last sentence of the paragraph; I think it would make more sense to say, ""The program starts this process by calling the errorPrint method from the catch block of the code that accesses the database."" (I can't just change ""classes"" to ""methods"" because errorPrint *is* one of the methods."	1	Bug	derby_triage10_5_2	4	Minor	6	Closed
